1519278827.3873,0.3459,-0.0076
1519278844.0445,1.3197,-0.1576
1519278847.0286,2.1189,0.0062
1519278849.6323,3.0288,0.0099
1519278852.1582,3.9924,-0.0461
1519278854.7001,4.8877,-0.0841
1519278857.1819,5.7435,-0.0914
1519278859.7048,6.8400,-0.0927
1519278862.2298,7.8103,-0.1158
1519278864.7525,8.7923,-0.2120
1519278867.2978,9.7417,-0.2582
1519278869.8217,10.7160,-0.2149
1519278872.3433,11.7050,-0.1623
1519278874.8489,12.6596,-0.0996
1519278877.3650,13.6359,-0.1549
1519278879.8661,14.6309,-0.1871
1519278882.3463,15.5736,-0.2121
1519278884.8862,16.4809,-0.2191
1519278887.4080,17.3937,-0.2218
1519278889.9094,18.3583,-0.2182
1519278892.4327,19.3271,-0.2133
1519278894.9348,20.2963,-0.2068
1519278897.4706,21.2703,-0.1921
1519278899.9798,22.2089,-0.2001
1519278902.5213,23.2160,-0.2943
1519278905.0450,24.2065,-0.2962
1519278907.5279,25.0925,-0.2762
1519278910.0476,26.0174,-0.2358
1519278912.5889,27.1157,-0.1916
1519278915.1303,28.0906,-0.1524
1519278917.6323,29.0336,-0.2896
1519278920.1533,29.9763,-0.4303
1519278922.6766,30.8555,-0.5199
1519278925.1989,31.8728,-0.5955
1519278927.6982,32.7787,-0.6615
1519278930.2395,33.7585,-0.6263
1519278932.7595,34.6926,-0.5810
1519278935.2822,35.6821,-0.5630
1519278937.8456,36.6079,-0.6512
1519278940.3512,37.5925,-0.7433
1519278942.8744,38.5354,-0.8191
1519278945.3788,39.4735,-0.8882
1519278947.8651,40.4586,-0.9491
1519278950.3881,41.3884,-1.0107
1519278952.9301,42.3424,-1.1250
1519278955.8929,43.2850,-1.1374
1519278958.8552,44.2470,-1.0273
1519278961.7176,45.1602,-0.8427
1519278965.1394,46.0341,-0.4538
1519278968.5620,46.7607,0.1806
1519278971.8749,47.3490,0.9384
1519278975.3255,47.5293,1.8699
1519278977.9515,47.5339,2.8372
1519278980.4479,47.5629,3.7559
1519278982.9466,47.5791,4.7624
1519278985.4815,47.5930,5.7409
1519278988.0109,47.5980,6.7052
1519278990.5127,47.5911,7.6741
1519278993.0335,47.5501,8.6426
1519278995.5570,47.4030,9.5756
1519278998.0797,47.1902,10.4816
1519279000.6187,46.7248,11.3485
1519279003.1013,46.3439,12.2281
1519279005.6433,46.0997,13.1429
1519279008.1182,45.9091,14.0728
1519279010.6861,45.8041,15.0501
1519279013.2480,45.7434,16.0050
1519279015.7881,45.5339,16.9475
1519279018.2889,45.2415,17.8328
1519279020.8490,44.7722,18.6830
1519279023.3495,44.1645,19.4271
1519279025.8912,43.4857,20.1240
1519279028.4124,42.7862,20.8249
1519279030.9413,42.1210,21.4948
1519279033.4527,41.4373,22.1649
1519279035.9548,40.7117,22.8166
1519279038.4578,40.0236,23.4517
1519279040.9746,39.3084,24.1043
1519279043.5196,38.5835,24.7595
1519279046.0591,37.9863,25.5296
1519279048.5632,37.4417,26.2738
1519279051.0869,36.8545,27.0733
1519279053.5894,36.2883,27.8308
1519279056.1246,35.6741,28.5873
1519279058.6128,35.0651,29.3028
1519279061.1661,34.4057,29.9912
1519279063.6747,33.7344,30.6806
1519279066.1764,33.0622,31.3796
1519279068.6790,32.3523,32.0274
1519279071.2004,31.7155,32.7292
1519279073.7237,31.1712,33.5567
1519279076.2642,30.6647,34.3387
1519279078.8051,30.0076,35.0844
1519279081.3024,29.4379,35.7756
1519279083.8703,28.6778,36.4215
1519279086.4123,27.9188,37.0071
1519279088.9120,27.1725,37.5804
1519279091.4326,26.4287,38.1411
1519279093.9675,25.6229,38.6908
1519279096.5174,24.8671,39.3110
1519279098.9985,24.1413,39.9110
1519279101.5215,23.4316,40.5303
1519279104.0424,22.7671,41.2249
1519279106.5841,22.0584,41.9141
1519279109.0669,21.3636,42.5376
1519279111.5901,20.6522,43.2133
1519279114.0935,19.9331,43.8758
1519279116.6363,19.2069,44.5458
1519279119.1777,18.5728,45.2622
1519279121.7171,17.9449,45.9893
1519279124.2594,17.3690,46.7498
1519279126.7608,16.7656,47.5436
1519279129.2800,16.1599,48.2505
1519279131.8096,15.5063,48.9884
1519279134.3228,14.8880,49.7230
1519279136.8241,14.2671,50.4650
1519279139.3464,13.6094,51.1604
1519279141.8885,12.8962,51.7864
1519279144.3910,12.2154,52.4806
1519279146.9312,11.4665,53.1544
1519279149.4722,10.7336,53.7948
1519279152.0350,9.9486,54.3462
1519279154.5621,9.0904,54.7244
1519279157.0448,8.2016,55.1464
1519279159.5770,7.3453,55.5074
1519279162.0932,6.4764,55.8912
1519279164.6375,5.5574,56.2605
1519279167.1630,4.6428,56.5037
1519279169.6790,3.6999,56.7501
1519279172.2032,2.7830,57.0306
1519279174.7496,1.9325,57.4613
1519279177.3183,1.1367,58.0717
1519279179.8432,0.4257,58.6601
1519279182.3268,-0.2920,59.2804
1519279184.8716,-0.8332,60.0792
1519279187.9788,-1.2649,60.8965
1519279193.5263,-2.0657,61.3784
1519279198.9871,-3.0085,61.6872
1519279203.9791,-3.9641,61.5186
1519279206.8605,-4.8339,61.1597
1519279209.9431,-5.7145,60.8534
1519279213.2071,-6.6281,60.4698
1519279217.1702,-7.5069,60.1325
1519279221.3862,-8.3239,59.7113
1519279225.5584,-9.2427,59.5233
1519279232.2999,-9.9908,58.9897
1519279237.5501,-10.5785,58.2498
1519279241.7868,-10.9937,57.5517
1519279244.4197,-11.2948,56.6217
1519279246.9137,-11.4594,55.6641
1519279249.4063,-11.5604,54.7794
1519279251.9306,-11.6628,53.8764
1519279254.4543,-11.6718,52.9005
1519279256.9759,-11.6371,51.9337
1519279259.4776,-11.6038,50.9325
1519279261.9990,-11.5594,49.9860
1519279264.5018,-11.5012,49.0173
1519279267.0263,-11.4651,48.0490
1519279269.5496,-11.4864,47.0709
1519279272.0532,-11.4886,46.1644
1519279274.5546,-11.4941,45.1257
1519279277.0751,-11.4753,44.1393
1519279279.5985,-11.4508,43.1962
1519279282.0811,-11.4233,42.2473
1519279284.6400,-11.4047,41.2912
1519279287.1618,-11.4074,40.3415
1519279289.6840,-11.4876,39.4275
1519279292.2068,-11.5398,38.5032
1519279294.7321,-11.5784,37.4942
1519279297.2384,-11.6146,36.5498
1519279299.7449,-11.6423,35.6093
1519279302.2748,-11.6644,34.6374
1519279304.7935,-11.6827,33.6711
1519279307.3172,-11.6661,32.7255
1519279309.8204,-11.6710,31.7640
1519279312.3447,-11.6752,30.7851
1519279314.8467,-11.6506,29.6431
1519279317.3692,-11.6328,28.6788
1519279319.8948,-11.6046,27.7077
1519279322.3988,-11.5713,26.7832
1519279324.9028,-11.5315,25.8278
1519279327.4053,-11.4699,24.8500
1519279329.9279,-11.5591,23.9318
1519279332.4512,-11.6598,23.0328
1519279334.9956,-11.8515,22.0104
1519279337.5187,-12.0455,21.0495
1519279340.0848,-12.1935,20.2169
1519279342.6715,-12.2164,19.2361
1519279345.2357,-12.1609,18.2436
1519279347.7404,-12.1124,17.2686
1519279350.2642,-12.0652,16.3134
1519279352.7787,-12.0980,15.3882
1519279355.2797,-12.1229,14.3855
1519279357.7849,-12.1323,13.4830
1519279360.3661,-12.0319,12.5198
1519279362.8397,-11.9165,11.6138
1519279365.3708,-11.7506,10.6567
1519279367.9321,-11.5255,9.7026
1519279370.4150,-11.2583,8.8098
1519279372.9764,-10.7759,7.9604
1519279375.5330,-10.0702,7.2952
1519279378.0674,-9.2362,6.8097
1519279380.6130,-8.3596,6.3436
1519279383.1377,-7.5609,5.7953
1519279385.7224,-6.9965,5.0437
1519279388.2477,-6.4942,4.2082
1519279390.7561,-5.9788,3.3915
1519279393.3006,-5.4949,2.5674
1519279396.0057,-4.9815,1.8126
1519279398.6720,-4.3276,1.1025
1519279401.3203,-3.4806,0.5860
1519279403.9052,-2.5821,0.1989
1519279406.5307,-1.6863,-0.0621
1519279409.0526,-0.7388,-0.2073
1519279411.5958,0.1555,-0.2066
1519279414.1179,1.1815,-0.1732
1519279416.6222,2.0634,-0.1596
1519279419.1266,3.0448,-0.1317
1519279421.6496,3.8927,-0.1846
1519279424.1737,4.7453,-0.2574
1519279426.7169,5.7475,-0.2938
1519279429.2001,6.6039,-0.3165
1519279431.7237,7.6469,-0.3339
1519279434.2665,8.6989,-0.3390
1519279436.7900,9.6105,-0.3341
1519279439.2727,10.5655,-0.3233
1519279441.7952,11.5290,-0.3038
1519279444.2795,12.4696,-0.2715
1519279446.8152,13.4394,-0.2488
1519279449.3278,14.4570,-0.2764
1519279451.8705,15.3639,-0.3915
1519279454.3548,16.2666,-0.4722
1519279456.8980,17.2171,-0.5040
1519279459.4234,18.1844,-0.5291
1519279461.9662,19.1603,-0.5232
1519279464.4704,20.1214,-0.4884
1519279466.9946,21.1097,-0.4722
1519279469.5374,22.0769,-0.4054
1519279472.0515,23.0246,-0.3467
1519279474.5632,24.0408,-0.2865
1519279477.6068,25.1319,-0.2886
1519279480.0908,26.1313,-0.3045
1519279482.6339,27.0510,-0.3128
1519279485.1574,28.1386,-0.3141
1519279487.6783,29.0470,-0.3899
1519279490.1992,29.9757,-0.4444
