1519279492.7031,30.9859,-0.5012
1519279495.2065,31.8982,-0.5476
1519279497.7279,32.8259,-0.5889
1519279500.2323,33.8088,-0.6170
1519279502.7340,34.7344,-0.6388
1519279505.2487,35.7215,-0.6550
1519279507.7783,36.6932,-0.6688
1519279510.2804,37.6612,-0.6734
1519279512.8002,38.6081,-0.6636
1519279515.3018,39.5465,-0.7405
1519279517.8218,40.5033,-0.9089
1519279520.3560,41.4179,-1.0234
1519279522.8845,42.3688,-1.1215
1519279525.4253,43.3292,-1.1751
1519279527.9499,44.2940,-1.1721
1519279530.4854,45.2228,-0.9998
1519279533.0253,46.1746,-0.7510
1519279535.8379,47.0159,-0.3363
1519279538.5126,47.3564,0.2100
1519279541.3927,47.5818,1.1703
1519279543.8802,47.8282,2.0872
1519279546.3819,48.0117,3.0374
1519279548.9169,48.0274,3.9575
1519279551.4249,48.0168,4.9570
1519279553.9458,47.9015,5.9139
1519279556.4709,47.7317,6.8805
1519279558.9723,47.5613,7.8167
1519279561.8742,47.3499,8.9128
1519279564.3782,47.1535,9.8629
1519279566.9312,46.8913,10.7753
1519279569.4180,46.5012,11.6197
1519279571.9613,46.1859,12.5426
1519279574.5223,46.1745,13.5168
1519279577.0401,46.1211,14.4853
1519279579.5827,45.9334,15.4292
1519279582.1062,45.7436,16.3710
1519279584.6069,45.5062,17.2973
1519279587.1521,45.1400,18.1859
1519279589.7168,44.6363,19.0236
1519279592.2205,44.0367,19.7704
1519279594.7817,43.3273,20.4218
1519279597.3064,42.5655,21.0414
1519279599.8330,41.8714,21.7010
1519279602.3581,41.2461,22.3825
1519279604.8809,40.5376,23.1111
